text,true_label,predicted_label_svm,predicted_label_bert,predicted_label_roberta
I wonder who this marketing is aimed at? Goes for a lot of the Indian #homeopathy advertising on twitter. Domestic…,negative,neutral,neutral,neutral
I can't wait till self-driving cars become the norm. I hate driving.,neutral,negative,positive,positive
"@user @user abortion has nothing to do with evolution, women were having abortions before evolution was understood.",neutral,negative,negative,negative
"The US has made-up drug trafficking case against the two nephews of the Venezuelan first lady Cilia Flores, the...",negative,neutral,neutral,neutral
Cristiano Ronaldo and Lionel Messi ● Great Friends ● 2016 HD: Subscribe to my FIFA channel…,neutral,positive,positive,positive
@user here ya go Einstein @user,negative,neutral,neutral,positive
I have persona 5 music stuck in my head,positive,negative,neutral,neutral
Only @user can scare the living hell outta people without even changing the tone of his voice #Westworld,positive,neutral,negative,negative
Retweeted Elle Druskin (@user):Leonard Cohen's Hallelujah in Yiddish by Daniel Kahn....,positive,neutral,neutral,neutral
Bill Clinton reacts to Melania Trump’s bullying speech,negative,neutral,neutral,neutral
I have narrowed it down to 3 priorities (open to discussion of course) 1. #recount2016 2. #electoralcollege 3. Voter suppression,positive,neutral,neutral,neutral
"Your self worth isn't based on someone else's thoughts, opinion or threats. #StandUp! #SpeakUp!…",positive,neutral,neutral,neutral
I would LOVE to give Grayson Allen a fake number,negative,positive,positive,neutral
@user @user @user yes they are being labelled as such by SOME commentatirs as I said and by many of far-rightists.,negative,positive,neutral,neutral
"If you look at the one thing that conservatives #value, that liberals do not, it is truth.",negative,neutral,neutral,neutral
"I've noticed the US embargo didn't work, I noticed flat TVs and other new tech in Cuba",negative,neutral,neutral,neutral
.@user reports @user and @user have teamed up to build a library of deep learning algorithms.,positive,neutral,neutral,neutral
@user watch that new david blaine show. shits nuts. you won't regret it.,neutral,negative,positive,positive
"Vice President Mike ""Fag Punisher"" Pence",negative,neutral,neutral,neutral
"Ah yeah, but these are the *good* immigrants, nice well spoken white non-Muslim boys. Not bad hombres.",negative,positive,positive,positive
water is the essence of life & more important than oil ...we dont consume fossil fuels...our body is not made of liquid oil but of WATER,neutral,negative,positive,positive
@user funny to find inspiring all the words Obama says even when he applauds riots disguise as anti Trump movement,negative,positive,positive,neutral
@user #NeverRomneyRe-stocking the SWAMP#DrainTheSwamp...,negative,neutral,neutral,neutral
The R. Belo Daily is out! #beautyandthebeast,neutral,positive,positive,positive
"Abby *talking about the Hamilton soundtrack"": I heard Zac Efron had to wait like 8 months to get tickets, imagine me",positive,neutral,neutral,neutral
@user @user why read about her tears?,neutral,negative,negative,negative
‘Lots of kinks to work out’ understated: One reporter's Obamacare experience via @user,negative,neutral,neutral,neutral
"*Friday Night*Me: Siri, we're friends, right?Siri: Uh...Who is Siri? I am a Galaxy Note 7. *Catches Fire*Me: Huh. Third one this month...",negative,positive,positive,positive
Retweeted Medical Marijuana (@user):So it's legal for a single doctor to prescribe these dangerous...,negative,neutral,neutral,neutral
Muhammad ali the great boxer speaks about his conversion to islam,positive,neutral,neutral,neutral
HERE THEY COME! Jumping on the #TRUMP BANDWAGON!😁 Mexican Cement Co. Offers Help To Build Border Wall,negative,neutral,positive,neutral
"#Netanyahu has warned that ""arson will be treated as terror"". Now, here is #terrorism - by illegal #Israeli settler…",neutral,negative,negative,negative
When your dream is to be the next kim Jong Un,positive,neutral,neutral,neutral
Pope Francis could've privately answered the 5 yes?/no? questions the cardinals originally posed PRIVATELY.…,negative,neutral,neutral,positive
RIP EU Persona 5 PSN theme ;_; ;_; ;_;The ride never ends for Europe,neutral,positive,positive,negative
@user pre tpp but shit i love the one during his death too,neutral,negative,positive,positive
Let U.S. lift embargo...give socialism a chance on equal playing field..the US for years have planted sleepers in C…,negative,positive,neutral,neutral
@user I have brought this up etc. And Reid demanded info from Comey but he was too busy helping Trump,negative,positive,neutral,neutral
"Obviously, this isn't aimed at all leftists, but there are a scary amount who act this way. Many of whom are a part of this new wave",neutral,negative,negative,negative
"Thankful for white supremacists, the media, fake news, Vladimir Putin, the FBI, Electoral College, and gullible people! #thiefinchief",neutral,negative,positive,negative
"Ya Allah,Please Help the muslims of #Iraq #Syria#Gaza#Yemen #Burma#KashmirPlease don't scroll down without sa…",positive,neutral,neutral,neutral
Case-Mate: Samsung Galaxy Note 7 Case Collection – Free Shipping,neutral,positive,positive,positive
"For Democrats to recover, Nancy Pelosi and her team should go",negative,positive,neutral,neutral
Arthur and Psycops have been friends since childhood. Couple of bad hombres. #gorelords,negative,neutral,neutral,neutral
"I’m a student of Sergei Eisenstein, Nazi propagandist Leni Riefenstahl.” - Steve Bannon .Propagandist in White House... brilliant #Trump",negative,positive,positive,neutral
Leave @user he doesn't do animal testing the company does. Some face wash company's DO animal testing and I don't see u no buying it,neutral,positive,negative,negative
Who wants to work for #Uber after reading this from Business Insider UK?,negative,neutral,neutral,neutral
House Conservatives Signal Donald Trump Won't Have A Blank Check | The Huffington Post,negative,neutral,neutral,neutral
"@user @user @user yes, and as a jew i'm shocked at the number of #lgbtq's who support #hamas on here.",neutral,negative,negative,negative
"First Thanksgiving, Christmas, New Years, Valentines Day and Birthday without my Dad 😪!",negative,positive,positive,positive
Obama is the greatest POTUS so sad Trump will always be pictured beside him in history. Trump isn't worthy.…,neutral,negative,negative,negative
"@user you mean privatizing it, oh that'll be great, an HMO worthless plastic card like Medicaid, yea u care about the vets",negative,positive,neutral,neutral
"north korea, after banning sarcastic comments about the government, now asks china to censor “kim fatty the third”…",negative,neutral,neutral,neutral
"bill english voted against gay marriage, don't ever forget that over the next year.",neutral,positive,positive,negative
🏀@user is ready #fcblive #GSOFCB,neutral,positive,positive,positive
"@user and this is exactly why we are getting the dems out of the W.H. for good, and putting a republican in office to drain the swamp!",neutral,positive,positive,positive
"10/When Nazi scientists looked at options for creating a ""pure race,"" they turned to the experts in the Anglophone world who'd done the most",negative,neutral,neutral,neutral
"@user I think, u know I think I would like to build a wall on the border with mexico, not to let mexican food in",negative,neutral,neutral,neutral
@user hahahahahaahhahahaahha bhae i identify with leftists because i dont identify with rightists,negative,neutral,neutral,neutral
#IslamicState beheads 15 #IraqiArmy soldiers in #mosul Read more #MosulOffensive #ISIS,neutral,negative,negative,negative
The Tesla Model S was added to #Hertz Dream Cars line-up.,neutral,positive,positive,positive
TGIF DRIVE #sensual #redlight #uber #uberlife #eyeswideshut #👀 #tgif #friday #look #mirrors #portrait #lights #pari…,positive,neutral,neutral,neutral
A Deep Learning Supercomputer Approach to Cancer Research,positive,negative,neutral,neutral
#VIDEO #ZionistPM Blamed #Palestinians for Alleged #ArsonAttackshttp,neutral,negative,negative,negative
Social Security Went In On This Check Smh. Like A Whole $60 For What 😩😩,negative,neutral,neutral,neutral
@user @user @user @user @user @user n weve always ben told dems were the nazis,negative,positive,neutral,neutral
@user she working for GEORGE SOROS ANOTHER PAID PUPPET,negative,neutral,neutral,neutral
@user @user @user They come forward for chemical castration. If they don't and hurt a child it's death penalty. Easy :-),positive,negative,neutral,negative
Is there anything Tim Duncan can't do?,positive,negative,neutral,neutral
Studs Terkel 1963 interview with Bob Dylan airing right now on @user livestream at ♫♪♫♪♫,positive,neutral,neutral,neutral
Let's see Palin in the Cabinet!-->Exclusive -- Sarah Palin on Her Political Future via @user,positive,neutral,neutral,neutral
"So fracking is bad, but covering 100 acres of grass in tarmac is fine?Righto. 😐",negative,positive,neutral,neutral
: #GalaxyNote7 #Smartphone - Samsung Galaxy Note 7 updates: Samsung France offering free 12…,neutral,positive,positive,positive
@user From a UK perspective this is a worrying development as the US has always been the gold standard for freedom of speech.,neutral,negative,negative,negative
Is this the biggest cock-up in the history of homeopathy?http via @user,neutral,negative,negative,negative
Ok there's only been two instances where American actually made me proud to be American. When they legalized gay marriage and today #NoDAPL,neutral,positive,positive,positive
Who did Soros buy off in Oakland?,negative,neutral,neutral,neutral
Thankful for nasty women and bad hombres.,neutral,negative,positive,negative
#VanessaHartley Hating people because of their color is wrong & it doesnt matter which color does the hating. Its plain wrong- Muhammad Ali,neutral,negative,negative,negative
"@user @user Not to worry, sensible gun control laws are coming. When they wake up & realize AA'S are buying guns by the...",negative,positive,neutral,neutral
"@user @user @user I am sure she does when every Tom, Dick and illegal get a voter registration w/their DL in CA!.",negative,neutral,neutral,neutral
"#Ukraine #Poroshenko Signs Law That Allows Fining TV & Radio Stations For ""Separatism"" via @user",negative,neutral,neutral,neutral
"@user I stirred t pot w leftists at a Mike Brown rally ~ yr ago, had maybe 10 breathing dwn my neck, but this was far more intnse",negative,positive,neutral,neutral
@user fingers crossed for my son 👌🏼 #Hatchimals #blackfriday,neutral,positive,positive,positive
Algeria donated to Clinton Foundation to get off terror list. by #egopanthers via @user,negative,neutral,neutral,neutral
"Brave @user won't be covering Melania as much: ""We plan on having no part in normalizing theTrump family.""",negative,neutral,neutral,neutral
TRUMP SEEMS TO B PICKING HILLARYS PICKS SO IN DECEMBER SHE CAN STEP IN WITH A PICKED CABINET HA?!,negative,neutral,neutral,neutral
Big Oil's Isadore Hall was in DC last week pretending to be the new congressman-- even asking Pelosi to let him vot…,negative,neutral,neutral,neutral
Some ole lady at thanksgiving was talmbout how she used to buy a zip for $40,positive,neutral,neutral,neutral
"#ISIS claimed responsibility for a suicide operation targeting al-#Hashd forces near Al-Arbeed village, NW Hammam Al-Alil. #MosulOffensive",neutral,negative,negative,negative
Jesuit Pope Francis took this Jesuit Oath of Extreme Induction .NOW you decide who is the SICK one in need of Chris…,negative,positive,neutral,neutral
Goes to show what can be achieved by committed resistance to planet destroying fossil fuels.#NoCarmichael…,negative,neutral,neutral,neutral
@user I'm seeing so many liberals praising #Castro as a hero and a role model in spite of all he's done.,negative,positive,positive,neutral
@user Being gay isn't a choice!!!!! A panel of gays including Anderson Cooper and Ricky Martin decide your fate,negative,neutral,neutral,neutral
"#Yemen: WikiLeaks on Twitter: ""The #Yemen Files: evidence of the US arming, tra… see more",negative,neutral,neutral,neutral
the Dakota Access Pipeline is being funded by some of the most prolific donors to the Democratic Party. #NoDAPL,negative,neutral,positive,neutral
This simply means in English he is providing more support for @user and #BlackLivesMatter to set them up and do h…,neutral,positive,positive,positive
.@user rival #Grab’s first CFO is leaving the company after just seven months - via @user #india #uber,negative,neutral,neutral,neutral
only USA UK Israel say Vatican Pope Francis viel Glueck fuers Leben sagt Gott,negative,neutral,neutral,neutral
Donald Trump: Fight the appointment of hate-monger Steve Bannon to the President-Elect's administrati... via @user,negative,neutral,neutral,neutral
"Donald, take it easy my friend, but I can't wait to see u start building that thick high wall on the Mexican border to seal ur legacy",neutral,negative,positive,positive
"@user Enjoy your wait! You have Google and can type in ""voter suppression"", I presume.",negative,positive,positive,positive
I've started using Marine Le Pen's twitter acct to figure out if I am happy or sad about EU political results (Italian referendum - oh no!),negative,positive,neutral,neutral
#BREAKING: Philippines Vice President resigns from Duterte cabinet. She is against the war on drugs and re-introduc…,neutral,negative,negative,negative
Can't believe how excited #Celtics fans are about Horford. Newsflash: He's not the 2nd coming of Tim Duncan.,neutral,positive,positive,positive
"I miss my country,Palestinethat's what my grandmother told me when I asked why's she sad today. #Palestine",neutral,negative,negative,negative
Tesla released inside footage of the Model S views when in autopilot mode. We're definitely several steps closer to…,neutral,positive,positive,positive
Yesterday was #NationalFastFoodDay and @user Makes Sure you Don't Forget about #BellyBurger…,neutral,positive,positive,positive
"Translation: Long live Trump, long live Putin, long live Marine le Pen, and long live the [Northern] League!",positive,neutral,neutral,neutral
Daniel Thomas Dyer explores Rumi's influence on Leonard Cohen's music.,positive,neutral,neutral,neutral
OMG it's Hatchi-Hell out there‼️ We need more #Hatchimals 😱 @user @user @user I'm going to share my sources next! 😇,neutral,negative,positive,positive
. #Trumpslegacy will be dismantling @user s legacy in 100 days. It's so easy it's hardly fair. #thewall #obamacare #immigration,neutral,positive,positive,negative
@user @user @user What's funny is that you people label yourselves as Christians.,negative,neutral,positive,neutral
Renzo was Italy's 41st PM since the war.Another vote on immigration pulling Europe apart.,negative,positive,neutral,neutral
"Niall & Louis, the same shirts ♥#MPN #onedirection & #MtvStarsNiallHoran",positive,neutral,neutral,neutral
"@user @user Oh, really. Verlander already was a star at 23.",neutral,positive,positive,positive
White supremacists claimed they will make twitter accounts as black people. So I'm not responding to any coon-ish tweets.,neutral,negative,negative,negative
Kremlin media troll houses pushed support for trump and crucified Clinton. All because Putin didn't want to see We…,neutral,negative,negative,negative
"We spoke to 9 year old Judy in eastern #Aleppo again""I want 2 go to school I’m not happy like this. At school we h…",neutral,positive,negative,negative
Venezuelan President Maduro: Fidel in eternal life will fight on until victory forever.,neutral,positive,positive,positive
"@user To name a few: James Marsden, Nikki Blonksy, Taylor Parks, Elijah Kelley, Michelle Pfeifer, fucking John Travolta and Zac Efron",neutral,negative,negative,negative
#Iraq #MosulOffensive #SVBIEDShiite terrorists at Tal Afar airport record a vehicle bomb attack by a Daesh terrori…,neutral,negative,negative,negative
Like it's about abortion 😞,negative,neutral,neutral,neutral
What You Love- Live life @ 300%http,neutral,positive,positive,positive
That shooting ad about paying attention kinda bothers me. Look at useful GUN CONTROL first before disaffected youth,neutral,negative,negative,negative
Gun Sales Down Nationally Following Trump Win #tcot #tpp,negative,neutral,neutral,neutral
"#BlackLivesMatter protester hit by Black drivers via ""OH MY GOD"" Now that was funny.",negative,positive,positive,neutral
"@user @user #DumpTheEstablishment #DrainTheSwamp #NeverRomney Never, ever!…",neutral,negative,negative,negative
"@user Fox News: Former ICE agent: I arrested over 1,000 illegal aliens, routinely encountered those with voter registration cards.",negative,neutral,neutral,neutral
This Week in Ridiculous Regulations #tcot #tpp,neutral,negative,negative,negative
@user Don't stop fighting Marine Le Pen !!!,neutral,negative,positive,negative
In case someone is not aware of Steve #Bannon's mental issues...,negative,neutral,neutral,neutral
"America, for instance, has more than 200 years of lessons unlearned. As for Britain, Brexit is 100% in keeping with its aloof insularity.",negative,neutral,neutral,neutral
"Fidel is gone, maduro you are next.",negative,neutral,neutral,neutral
@user Tim Duncan and Kareem both had better careers than Kobe,neutral,negative,positive,positive
Pope Benedict admits he was 'unsure' about Francis at first,negative,positive,neutral,neutral
Prophesized collapse of organized religion in society? We can only hope. They think Francis will be the last Pope. He's a hard act to follow,positive,neutral,neutral,neutral
"@user @user we must fight as democrats. Having Steve Bannon, Donald Trump, and Breitbart leading our country how scary!",neutral,negative,negative,negative
Untrustworthy journalists left us vulnerable to fake news: Steve Deace via @user #college #Democrats #UniteBlue,neutral,negative,negative,negative
"""TSA has recalled the air travel of the Samsung galaxy note 7. If you have this device, please step up to the security line""",negative,positive,neutral,neutral
"#Didyoumiss via @user Meet Melania Trump, the former nude model that is America’s new First Lady FLOTUS",negative,neutral,neutral,positive
"Spend #BlackFriday IN #The602Club for the best deal, we talk #FantasticBeasts with @user & @user",neutral,positive,positive,positive
"We shouldn't be celebrating other people's death even if we hate them, we're better than this! #Palestine #PalestineBurning",neutral,negative,negative,negative
"I found a nice strip club in Miami for sale, but I also want to open my medical marijuana dispensary and a big biker bar. Maybe all of them.",neutral,positive,positive,positive
@user Funny since it is easy to prevent fraud: Ensure social security number exists before allowing voter registration.,negative,positive,positive,neutral
Absolutely!@user @user @user NOT watching @user #OUAT ruin #BeautyAndTheBeast #RumBelle…,neutral,negative,negative,negative
That meeting with pelosi Shumer and others dems..including Hillary and.. ( Jill Stein),negative,neutral,neutral,neutral
i just wonder how much @user got paid and what position she was offered - may be a role in Clinton Foundatio…,negative,neutral,neutral,neutral
Quick! Do one of those on-the-street things where you ask random people if we should pull out of TPP and then ask them what it stands for!,negative,neutral,neutral,neutral
"VEVC in the Santa Lights Parade! 6 EVs including a Tesla Model X and S, down Govt St, starting at 5:45pm.…",neutral,positive,positive,positive
"Bruh if my girl cheated on me with Cristiano Ronaldo, I'd just be jealous.",neutral,negative,negative,negative
Are you hunting for one of THESE? @user got a #Hatchimals and we'll be telling you how to get it…,positive,neutral,neutral,neutral
Reports from the scene suggest that the victim was killed.#DebunkIsrael#israelisburning#BDS#Palestine#Jerusalem,neutral,negative,negative,negative
Who Are the Millions of ‘Bad Hombres’ Slated for US Deportation? via @user,neutral,negative,negative,negative
"Cubs- ""We want to win the World Series in 2016.""Devil- ""OK, but it's gonna cost you.""Cubs- ""pfft, how bad could it be?""",positive,negative,neutral,negative
@user @user When I say safe about Aleppo I mean still alive and free.,neutral,positive,positive,positive
@user I'd love if some of these white supremacists did their DNA - I'm sure they'd be in for some surprises.,neutral,positive,positive,negative
WAIT! COME BACK! NOOOO! [burp] - Mike Pence as,negative,neutral,neutral,neutral
(Montreal Gazette):#Leonard Cohen's most recent #CD flying off store shelves in Montreal..,positive,neutral,neutral,neutral
"#GilmoreGirlsTop4 Christiane Amanpour, Sophie Bloom/Carole King, Madeleine Albright, Barbara Boxer",positive,neutral,neutral,neutral
"@user @user Happy Thanksgiving,hope you had a lot to be thankful 4. Please, Re-Do OBAMA CARE its that time again & its BAD!",neutral,positive,positive,negative
"Turkey you meddling fuck. I'm just kidding, you are a strong independent state actor who does what she pleases.…",neutral,negative,negative,negative
@user Great! Now support an end to fracking.,neutral,positive,positive,positive
Immigration is a really crucial issue for these tech giants.,negative,positive,neutral,neutral
#DSU: here is a great read to understand Thxgiving and present-day Native American relations,neutral,positive,positive,positive
"""TPP Grants Banks Terrifying Secret Powers"" on YouTube",positive,neutral,neutral,neutral
@user @user - David blaine and nathan fielder would be whining abt ralph nader lol,negative,neutral,neutral,neutral
"Welcome to the clubThe year of vilification of the professions-doctors,judgesWhy? Because we hold Govt to accounthttp",neutral,positive,positive,negative
I think the only thing about Persona 5 I'm dreading is the obligatory beach/hot-springs event. Ever since 3 we keep getting it.,neutral,positive,negative,negative
@user @user @user ...and the Clinton Foundation did well during the Obama years as a pay for play business,negative,neutral,positive,positive
"@user Normally, it works just fine, with integrity. The past winners confirm that. In this instance, two ballots minus Verlander? Bad",negative,positive,neutral,neutral
"@user @user I pretty much got it now while I have the money so I won't have to worry when Persona 5 comes out lol, I'm pathetic",neutral,negative,positive,positive
@user @user says best in nation. He's turning in his Grayson Allen fan club card. #GoHeels #MauiInvitational #BilasIsADookie,neutral,positive,positive,positive
Ricketts Scores Cash For Cubs..,positive,neutral,neutral,neutral
@user CHIP defines a child at conception. Some Democrats want to end CHIP by folding it into Medicaid. Should…,negative,neutral,neutral,neutral
"@user With you as Commander-in-Chief believe you'll get DOD/Contractor Partners ""smart"" in this key area…",neutral,positive,positive,positive
Hey Kim Fatty The third u there :D ? Fatty fatty,negative,neutral,neutral,neutral
#Aztecas #Maya #Indigenous Peruanos. Love it. #DAPL Shows What Happens When Indigenous Communities Unite-,neutral,positive,positive,positive
"Other than Lorelai and Rory, #GilmoreGirlsTop4 characters are: 4.Sookie 3.Kirk 2.Jess",positive,neutral,neutral,neutral
"#ISIS claimed responsibility for a suicide op, launched by #Morocco national, in Al-Intisar, E.#Mosul, allegedly killing 18. #MosulOffensive",neutral,negative,negative,negative
the only one good thing about this whole dirty grandpa movie was zac efron's dick,negative,positive,positive,neutral
Love is love. No room for hate! @user from @user - @user @user para Cuando Un...,neutral,positive,positive,positive
@user I don't think we'll see anything like that from the Cubs for a while. Cubs used unprecedented prospect depth for that one.,positive,neutral,neutral,neutral
@user ummm @user should be in the middle and @user on DJT right side. At least Paul u got #MakeAmericaGreatAgain,neutral,positive,positive,positive
AFRICOM: Strikes destroy 29 #ISIS sites in #Sirte. #Libyahttp,neutral,negative,negative,negative
@user prediction: Walker will get the cy young next year and a golden glove for Marte. The trade curse must continue!,positive,neutral,neutral,negative
"@user No gold standard can support the needs of a modern monetary economy. This ""intrinsic value"" you speak of is arbitrary.",neutral,positive,negative,negative
And Newton is about 5 years overdue for that. Eclipses Cristiano Ronaldo as the biggest prima donna in sports.,neutral,positive,positive,positive
This is why I firmly support Paul Ryan's plan to gut Medicare. White folks over 45 voted 60-40 for Trump. Let em ha…,negative,neutral,neutral,positive
"After watching the media applaud the Obama admin parade of fusterclucks, it's curious to see their concerns Trump choose qualified people.",negative,neutral,neutral,neutral
"Yep. A wall on the Mexican border, that is. Obama, Schumer, you name it. They all voted for it. Consistently contra…",negative,neutral,neutral,neutral
Let me fix that headline for you: GOP Looks To Gut Medicare.You're welcome.,negative,positive,neutral,neutral
Seems Tim Duncan is doing more than just showing up at #Spurs practices #spurs #gospursgo,positive,neutral,neutral,neutral
This @user account is delicious! Nothing but deplorables who already feel betrayed by the Cheeto 😂😂😂😂,negative,positive,positive,positive
😇 (Vine by #TheWalkingDead),positive,neutral,neutral,neutral
Nu: Happy Music (Eddy) Met dit uur o.a.: DRAKE - ONE DANCE (FT WIZKID AND KYLA) - 2016 RICKY MARTIN - SHE BANGS...,neutral,positive,positive,positive
"Obama ""pandered to his green friends on the the #KeystoneXL pipeline. Result: Mr. Trump is inheriting a rebound in natural gas #fracking""",negative,neutral,neutral,neutral
"@user MAC is perfect, but no longer animal-testing free 😿I'm on a constant search for a Lady Danger dupe that feels as good...",neutral,positive,positive,positive
RT @user In the news: 'Alt-right' is believed to have been coined by the guy who quoted Nazi propaganda in D.C. on Saturday. htt…,negative,neutral,neutral,neutral
this shouldn't be a thing... #NationalFastFoodDay,neutral,negative,negative,negative
For #CriminalMinds #Hotchner and #Morgan back. For #TheWalkingDead Faster paced show. For 'Our' group to rise up fr…,neutral,positive,positive,positive
The perfect Christmas gift for any lapsed Catholics or dentists that you only want to spend £2.60 on.…,neutral,positive,positive,positive
Kim fatty the third is the most hilarious nickname I've ever heard for North Korea Leader lol. #fatbastard #layoffthecarbs #probablyavirgin,neutral,positive,positive,positive
@user Really? I just got Medicaid and don't have to pay shit! I had $10k in hospital bills and paid nothing,positive,negative,negative,negative
Farsoon High-tech sees huge growth ahead in 3D printing - China Daily,neutral,positive,positive,positive
Did you miss the #NBAwards announcement? Here are the titles honored this year by @user,neutral,positive,positive,positive
@user Need to chuck pelosi into the potomac!,negative,neutral,neutral,neutral
"Steve Bannon is my Favorite Trump -Pick Yet, Breitbart is a threat to media🎉coming from a fellow Jew, Trump will ha…",positive,negative,neutral,negative
"That's incorrect I do, no one gets to clock out today.. #TheWalkingDead 😆",neutral,negative,negative,negative
"""They're doing everything to overthrow Brexit""",neutral,positive,negative,negative
Honey's a sweet success for Cuba as other bee populations suffer Cuba has no pesticides due to embargo.#SaveOurBees,neutral,positive,positive,positive
@user @user @user @user @user @user I hate pope Francis pope John Paul II was awesome,neutral,positive,positive,negative
@user @user @user wonder how they would feel if Kim Jong-un was the one helping Trump? i.e. Not a white guy,negative,neutral,neutral,neutral
New 2016 @user #Rapid #Facelift 1.5 Diesel DSG Review : Rejuvenated!http,neutral,negative,positive,positive
@user @user And the drama continues from DJT camp even though he won the electoral college!Stirring pot!,neutral,negative,positive,negative
2 medical marijuana users sue to force Arizona to reduce fees - Arizona Daily Star,negative,neutral,neutral,neutral
@user @user @user @user When the Dems weaponized the IRS they had to know it would circle back on them. 🐴,positive,neutral,neutral,negative
Canceled my FFXV preorder from Amazon; decided to save 1500yen and buy it in Toronto next month. Plus I haven't finished Persona 5 yet heh,neutral,negative,negative,negative
@user Any money left after giving it all away by purchasing a coveted spot in the Usless Nations? #UnitedNations #fb,negative,neutral,neutral,neutral
Trump hit by media for choosing billionaires for Cabinet it to the media to gripe they'll be someone there need no $,negative,neutral,neutral,neutral
@user we pulled out of the middle East and now we're fracking in America.,negative,neutral,neutral,neutral
"i want the ""hello"" part of that melania trump speech video played in a loop at my funeral.",negative,neutral,neutral,neutral
College professors are teaching our children how great socialism is while parents pay expensive tuition.See the re…,negative,positive,positive,neutral
@user We now wait for Maduro's turn,negative,positive,neutral,neutral
Op-Ed: Gun control will not solve gun <b>violence</b> #ExpressHatred,neutral,negative,negative,negative
Kim fatty the third,negative,neutral,neutral,neutral
@user @user @user @user Agreed,positive,neutral,neutral,neutral
"#Hatchimals Hatchimals have been out of stock everywhere, don't pay the outrageous markups, just wait, be patient",neutral,positive,negative,negative
@user @user that was a gift probably,neutral,positive,positive,positive
"The latest Politicos, political, politique,! Thanks to @user @user @user #fracking",neutral,negative,positive,positive
#news #summary: #uber rival #grab’s first #cfo is leaving the #company after just seven #months,negative,neutral,neutral,neutral
@user you should ask other leaders globally to have their own Obamacare.,positive,neutral,neutral,neutral
Dr. Love’s 5-Step Recipe for Romance on Valentine’s Day and Beyond,neutral,positive,positive,positive
@user not wasting ridiculous amounts of taxpayer money on a witch hunt is my gold standard. #publicityStunt,neutral,negative,positive,negative
#BOTVA16 Best Recurring ActorMichael Cudlitz @user #TheWalkingDeadJeffrey Dean Morgan @user #TWDhttp NOW,neutral,positive,positive,positive
The poem is the Constitution of the inner country.- Leonard Cohen,positive,neutral,neutral,neutral
"#Rohingya Muslims being 'ethnically cleansed', says UN official#Rohingyas #Muslims #UnitedNations #Ethnic…",negative,neutral,neutral,neutral
The Real Goal of the Anti-Trump Riots – Eliminate the Electoral College and the Constitution Part Two of Two Yep !,neutral,negative,negative,negative
"I come alive in the fall time 😨Coffee and Sniped Photo cred: mom @ Tipp City, Ohio",neutral,positive,positive,positive
"Progressives/liberals/leftists like arguing so much, we argue w/each other instead of choosing/believing in common ground to effect progress",negative,neutral,neutral,neutral
#thewalkingdead 😍 sweet dreams,neutral,positive,positive,positive
@user @user count them for what?? Why don't you worry about voter registration fraud?? That's where the fraud is going on,neutral,negative,negative,negative
Join me in ridding your house of #methane producing gas We don't need #fracking Seek @user from @user,negative,neutral,positive,neutral
"""How do you do, fellow alt-Rightists? Say, any of you revolutionaries up for an op against a designated target late…",negative,neutral,neutral,neutral
@user Some Bad Hombres,neutral,negative,negative,negative
"More on ""voter suppression operations"" and ""Facebook dark posts"".",negative,neutral,neutral,neutral
Ted Cruz: Gov. actuaries say #ObamaCare will increase health care spending by $621B over next 10 yrs %u2026 #pjnet,negative,neutral,positive,neutral
"people come out to voice, hope gay marriage through! I hope the Taiwan government can hear it. We love equality🌈🌈😭😭💞",neutral,positive,positive,positive
@user @user @user @user @user @user @user noise but no substance,negative,neutral,neutral,neutral
I'd believe more in self-driving cars if there were a single Map program that didn't frequently catastrophically malfunction,negative,neutral,neutral,positive
Retweeted #TrumpTransitionTeam (@user):#hamiltonmusical's auditions banned white...,negative,neutral,neutral,neutral
Steve Bannon is not afraid to talk openly about governing our country for the next 50 yearshttp,neutral,negative,positive,positive
North Korean officials asked that China block searches for the popular term.,negative,neutral,neutral,neutral
#OneDirection Story of My Life #Music,positive,neutral,neutral,neutral
"Okay, but you realize renewables account for around 13% of our energy consumption and we will run out of fossil fue…",negative,neutral,neutral,neutral
Myopic world of Brenda Power that sees violence as a solution - no human problem can EVER be solved by an act of violence-which abortion is,neutral,negative,negative,negative
"Man if I ever run into this guy, I'm decking him. #Westworld #WestworldFinale",negative,positive,positive,positive
@user What yr was this?What ifACjust had this1meeting?ACpromotes Holodomor.Don't think a KT would do that:,negative,neutral,neutral,neutral
thanks retards! #BlackLivesMatter #blacktwitter,negative,positive,positive,neutral
To all Trumpsters...need a job? Contact the #TrumpTransitionTeam! #RotsaRuck!!!,negative,neutral,neutral,neutral
"#Maduro, you must be the next one. #2017 do your work well",neutral,positive,positive,positive
@user @user Are you comparing Cuba to China and the ramifications of lifting the embargo to a call with Taiwan? #getaclue,negative,neutral,neutral,neutral
Awkward moment #289 - RKelly playing in your #uber and you dance,positive,negative,neutral,neutral
"@user is this a prophecy? Is that what you wish a hospitable country like US? If everyone, countries do the right thing no deplorables.",negative,positive,positive,neutral
@user @user @user good mans,neutral,positive,positive,positive
@user we probably need those riots to end the rentier paradise the country has come brexit or no,neutral,negative,negative,negative
You know it's not a good sign when Nigel Farage and Marine Le Pen take to Twitter for a gloat with ... via @user,neutral,positive,negative,negative
@user @user - democracy at the whim of the electoral college Is nut-worthy- @user (??),neutral,negative,positive,negative
